,year,selling_price,km_driven,fuel,seller_type,transmission,owner
811,2007,250000,80000,1,1,1,2
812,2017,150000,50000,2,1,1,1
813,2016,610000,15000,1,1,1,2
814,2018,450000,5000,2,1,1,1
815,2017,744000,106000,1,1,1,1
816,2008,120000,100000,2,1,1,3
817,2016,220000,60000,2,1,1,3
818,2012,480000,120000,1,1,1,3
819,2017,370000,82000,2,1,2,1
820,2003,55000,35000,1,1,1,2
821,2013,125000,169500,2,1,1,1
822,2011,260000,125000,1,1,1,3
823,2015,350000,130000,1,1,1,1
824,2012,170000,97000,3,1,1,2
825,2015,350000,90000,2,1,1,2
826,2009,250000,60000,2,1,1,3
827,2013,170000,60000,1,1,1,1
828,2018,1200000,35000,1,1,1,1
829,2019,550000,25000,2,1,1,1
830,2017,400000,15000,2,1,1,1
831,2011,120000,20000,2,1,1,1
833,2010,275000,70000,2,1,1,1
834,2016,285000,90000,2,1,1,1
835,2016,900000,80000,1,1,1,1
836,2014,1200000,79500,1,1,2,2
837,2013,620000,70000,1,1,1,2
838,2018,1200000,5000,1,1,1,1
839,2018,650000,15000,2,1,1,1
840,2014,500000,35000,2,1,1,1
841,2009,250000,120000,1,1,1,2
842,2018,950000,15000,1,1,1,2
843,2015,320000,60000,2,1,1,1
845,2016,350000,90000,1,1,1,1
846,2015,400000,90000,2,1,1,1
848,2009,250000,72000,1,1,1,2
849,2011,550000,169500,2,1,1,2
850,2001,85000,70000,2,1,1,2
851,2001,52000,50000,2,1,1,3
852,2017,1200000,50000,1,1,2,1
853,2011,450000,60000,2,1,2,3
854,2018,615000,40000,2,1,1,1
855,2012,400000,60000,1,1,1,2
856,2013,60000,40000,2,1,1,1
857,2017,500000,9161,2,1,1,1
858,2015,600000,45000,2,1,1,1
859,2010,110000,110000,2,1,1,1
860,2013,175000,80000,2,1,1,1
861,2011,325000,100000,1,1,1,2
862,2017,425000,90000,1,1,1,1
863,2009,160000,70000,3,1,1,3
864,2007,100000,80000,2,1,1,3
865,2014,390000,110000,1,1,1,2
866,2017,400000,50000,2,1,1,1
867,2018,509999,5000,2,1,1,1
868,2008,150000,90000,2,1,1,3
869,2009,110000,120000,2,1,1,1
870,2013,450000,80000,1,1,1,1
871,2017,400000,38000,2,1,1,2
872,2009,140000,120000,2,1,1,1
873,2011,130000,90000,1,1,1,1
874,2017,160000,50000,2,1,1,1
875,2016,150000,60000,2,1,1,1
876,2013,500000,100000,1,1,1,2
877,2011,40000,19000,2,1,1,1
878,2006,140000,169500,1,1,1,3
879,2015,227000,70000,1,1,1,2
880,2011,285000,50000,1,1,1,2
881,2012,155000,19077,2,1,1,2
882,2016,210000,30000,2,1,1,1
883,2009,140000,80000,2,1,1,2
884,2015,940000,128000,1,1,1,1
885,2013,750000,80000,1,1,1,1
886,2016,610000,100000,1,1,1,1
887,2015,450000,50000,1,1,1,1
888,2012,409999,56000,1,1,1,1
889,2018,100000,21302,2,1,1,1
890,2018,300000,10500,2,1,1,1
891,2013,400000,107000,1,1,1,1
892,2010,210000,60000,2,1,1,2
893,2006,90000,120000,2,1,1,2
894,2010,222000,70000,2,1,1,1
895,2015,240000,50000,2,1,1,2
896,2013,450000,70000,1,1,1,2
935,2012,735000,55300,1,2,2,1
936,2012,285000,74300,1,2,1,1
937,2010,350000,48781,2,2,1,1
938,2010,290000,87620,1,2,2,1
939,2017,890000,40219,1,2,2,1
940,2011,385000,11473,2,2,1,1
941,2017,425000,8352,2,2,1,1
942,2017,525000,9745,2,2,2,1
943,2017,550000,9748,2,2,1,1
944,2012,271000,49000,2,2,1,1
945,2018,1200000,20694,1,2,1,1
946,2015,490000,31080,2,2,1,1
947,2014,260000,37605,2,2,1,1
948,2014,455000,55850,1,2,1,1
949,2010,75000,58850,2,2,1,1
950,2015,421000,23839,2,2,1,1
951,2016,550000,54000,1,2,1,1
952,2013,330000,38000,2,2,2,1
953,2012,390000,45454,1,2,1,1
954,2015,599000,46957,1,2,2,1
955,2007,110000,60000,2,1,1,3
956,2016,250000,25000,2,1,1,1
957,2012,600000,110000,1,1,1,3
958,2008,280000,169500,1,1,1,2
959,2018,1200000,25000,1,1,2,1
960,2008,80000,90000,2,1,1,1
961,2019,350000,5000,2,1,1,1
962,2015,475000,60000,1,1,1,1
963,2020,1200000,1500,1,1,2,1
964,2018,500000,50000,1,1,1,1
965,2014,250000,120000,1,1,1,1
966,2005,100000,120000,1,1,1,2
968,2014,1200000,47000,1,1,2,1
969,2017,1200000,20000,2,1,2,1
970,2005,95000,120000,2,1,1,2
971,2015,409999,58000,1,1,1,1
972,2018,1050000,35000,1,1,1,1
973,2017,320000,30000,2,1,1,1
974,2019,1000000,10000,1,1,1,1
975,2017,1200000,25000,1,1,1,1
976,2018,950000,20000,1,1,1,1
977,2018,750000,50000,1,1,1,1
978,2014,220000,42000,2,1,1,1
979,2017,1000000,50000,1,1,1,1
980,2017,660000,116000,1,1,1,1
981,2015,716000,100000,1,1,1,1
982,2015,675000,66000,2,1,1,1
983,2010,385000,110000,1,1,1,3
984,2014,325000,70000,1,1,1,1
985,2015,950000,60000,1,1,1,1
986,2007,400000,110000,1,1,2,3
987,2014,250000,25000,1,1,1,1
988,2018,1200000,68000,2,1,2,1
989,2014,210000,20000,2,1,1,1
990,2011,147000,110000,2,1,1,2
991,2018,725000,26350,1,1,1,1
992,2012,550000,90000,1,1,1,1
993,2016,475000,25000,2,1,1,1
994,2014,250000,50000,2,1,1,2
995,2006,70000,60000,2,1,1,2
996,2012,160000,70000,2,1,1,3
997,2011,1000000,90000,1,1,2,2
998,2001,68000,70000,2,1,1,1
999,2017,500000,26500,2,1,1,1
1002,2020,1050000,10000,1,1,1,1
1005,2017,900000,50000,1,1,1,1
1007,2007,100000,52000,2,1,1,2
1010,2013,300000,90000,1,1,1,1
1011,2011,140000,60000,1,1,1,2
1017,2018,550000,35000,2,1,1,1
1018,2012,650000,71042,1,2,1,1
1019,2012,1025000,167870,1,2,1,2
1020,2011,195000,133564,1,2,1,1
1022,2013,1200000,40000,1,2,2,1
1024,2018,1140000,23038,2,3,2,1
1025,2011,95000,70000,1,1,1,1
1026,2017,1200000,30000,1,1,2,1
1034,2017,585000,43608,2,3,1,1
1035,2018,825000,11212,2,3,2,1
1036,2013,280000,52000,1,2,1,1
1037,2016,725000,49217,2,3,1,1
1038,2015,300000,90000,1,1,1,1
1039,2015,375000,70000,2,1,1,1
1040,2003,310000,90000,2,1,1,3
1041,2011,375000,169500,1,1,1,3
1042,2016,1200000,106000,1,1,2,1
1043,2012,400000,80000,1,1,1,2
1044,2014,550000,80000,1,1,1,2
1045,2018,270000,20000,2,1,1,1
1046,2012,555000,110000,1,1,1,2
1047,2013,500000,60000,1,1,1,2
1048,2010,400000,130000,1,1,2,2
1049,2017,280000,28838,2,1,1,1
1050,2008,80000,169500,2,1,1,1
1051,2006,55000,100000,1,1,1,1
1052,2014,250000,50000,2,1,1,1
1053,2010,250000,169500,1,1,1,3
1054,2007,95000,100000,1,1,1,2
1055,2014,725000,135000,1,1,1,2
1056,2015,320000,50000,1,1,1,3
1057,2014,1200000,135000,1,1,2,3
1058,2012,160000,50000,1,1,1,1
1059,2018,790000,19571,1,2,1,1
1060,2018,1200000,29600,2,2,1,1
1061,2011,175000,70000,2,1,1,1
1062,2018,950000,15000,1,1,2,1
1063,2019,340000,50000,2,1,1,1
1064,2017,825000,13500,1,1,1,1
1065,2018,1200000,22000,2,1,2,1
1066,2018,780000,25000,1,2,1,1
1067,2010,350000,80000,2,1,2,3
1068,2018,690000,39000,2,2,1,1
1069,2016,245000,60000,2,1,1,1
1070,2018,790000,49000,1,2,1,1
1071,2018,680000,48600,2,2,1,1
1072,2017,540000,20000,2,1,1,2
1073,2016,425000,25000,2,1,1,1
1074,2008,140000,120000,2,1,1,1
1075,2019,1100000,30000,1,1,1,1
1076,2015,715000,35000,1,1,1,1
1078,2015,1200000,127643,1,2,2,1
1079,2018,400000,54000,2,2,1,2
1080,2014,1200000,102354,1,2,2,1
1081,2014,1200000,62237,2,2,2,1
1082,2005,114999,90000,2,2,1,2
1083,2018,950000,21394,1,2,1,1
1084,2015,310000,32686,2,2,1,1
1085,2006,575000,1001,1,2,1,1
1086,2017,490000,22000,1,2,1,1
1087,2017,480000,53261,2,2,1,1
1088,2016,1200000,53000,1,2,2,1
1089,2018,370000,10000,2,2,1,1
1090,2017,835000,14000,1,2,1,1
1091,2017,650000,44000,2,2,1,1
1092,2014,670000,39895,1,2,1,1
1093,2017,950000,73000,1,2,2,1
1094,2014,690000,17000,2,2,1,1
1095,2017,670000,18591,2,2,1,1
1096,2017,925000,26766,1,2,1,1
1097,2015,250000,30000,2,1,1,1
1098,2016,509999,42000,1,1,1,1
1099,2014,520000,110000,1,1,1,1
1100,2005,100000,100000,1,1,1,1
1101,2006,85000,169500,1,1,1,2
1102,2009,130000,110000,1,1,1,3
1103,2018,950000,27620,1,2,1,1
1104,2015,450000,70000,2,1,1,1
1105,2012,320000,50000,2,1,1,2
1106,2015,480000,50000,1,1,1,1
1107,2014,1200000,46000,1,1,2,1
1108,2012,790000,82000,1,1,1,1
1109,2016,120000,120000,2,1,1,1
1110,2006,75000,80000,2,1,1,3
1111,2010,99000,70000,2,1,1,1
1112,2018,1015000,20000,1,1,1,1
1113,2013,250000,169500,1,1,1,2
1114,2011,520000,120000,1,1,1,1
1115,2018,1100000,30000,1,1,2,1
1116,2005,200000,169500,1,1,1,1
1117,2016,525000,60000,1,1,1,1
1118,2016,500000,40000,2,1,1,1
1119,2016,675000,161327,1,1,1,1
1120,2009,150000,60000,2,1,1,3
1121,2007,250000,50000,1,1,1,1
1122,2018,450000,6000,2,1,1,1
1123,2009,150000,68000,2,1,1,2
1124,2012,200000,85000,1,1,1,1
1125,2011,525000,70000,1,1,2,1
1126,2001,60000,35000,2,1,1,2
1127,2010,180000,100000,1,1,1,2
1128,2015,475000,110000,1,1,1,1
1129,2010,380000,169500,1,1,2,2
1130,2015,285000,46000,2,1,1,2
1131,2008,91200,60000,2,1,1,2
1133,2015,400000,42000,1,1,1,1
1134,2006,160000,90000,2,1,2,2
1135,2012,650000,85000,1,1,1,2
1136,2012,409999,120000,1,1,1,3
1137,2013,425000,72000,1,1,1,1
1138,2013,250000,71000,3,1,1,2
1139,2009,200000,110000,2,1,1,3
1141,2010,130000,144000,1,1,1,3
1142,2017,260000,30000,2,2,1,1
1143,2007,155000,65000,2,2,1,1
1144,2015,450000,38000,1,1,1,1
1145,2012,220000,90000,2,1,1,2
1146,2018,650000,37000,1,2,1,1
1147,2018,285000,30000,2,2,1,1
1148,2018,725000,26000,2,2,2,1
1149,2016,625000,30000,2,2,1,1
1150,2016,550000,23000,2,2,1,1
1151,2012,240000,40000,2,2,1,1
1152,2014,600000,27000,1,2,1,1
1153,2012,350000,65000,1,2,1,1
1154,2015,245000,32000,2,2,1,1
1155,2016,600000,56000,1,2,1,1
1156,2017,1200000,30000,1,1,2,1
1157,2014,620000,80000,1,2,1,1
1158,2014,395000,52000,2,2,1,2
1159,2014,635000,13250,2,2,1,1
1160,2011,180000,36000,2,2,1,1
1161,2015,484999,73000,1,2,1,2
1162,2004,110000,60000,2,1,1,1
1163,2006,150000,60000,2,1,1,2
1164,2012,400000,110000,1,1,1,1
1165,2012,200000,70000,1,1,1,2
1166,2013,302000,60000,1,1,1,2
1167,2011,215000,90000,1,1,1,3
1168,2004,155000,80000,2,1,1,2
1169,2014,1000000,101000,1,1,1,2
1170,2018,550000,44000,1,1,1,1
1171,2006,200000,45000,2,1,1,1
1172,2017,750000,120000,1,1,1,1
1173,2005,90000,90000,2,1,1,2
1174,2007,80000,120000,2,1,1,2
1175,2013,229999,13500,2,1,1,1
1176,2017,350000,10000,2,1,1,1
1177,2015,325000,25000,2,1,1,3
1178,2018,450000,8500,2,1,1,1
1179,2012,250000,120000,1,1,1,1
1180,2012,225000,120000,1,1,1,1
1181,2009,150000,90246,2,1,1,3
1183,2010,150000,40000,2,1,1,2
1184,2001,165000,60000,2,1,1,3
1185,2017,610000,32000,1,1,1,2
1186,2013,170000,60400,1,1,1,1
1187,2008,150000,70950,1,1,1,2
1189,2015,375000,72000,1,1,1,1
1190,2013,390000,90000,1,1,1,1
1191,2017,600000,10000,2,1,1,1
1192,2014,204999,25000,2,1,1,2
1193,2009,270000,80000,1,1,1,2
1194,2017,375000,10000,2,1,1,1
1195,2020,700000,1100,2,1,1,1
1196,2017,455000,40000,2,1,1,1
1198,2014,341000,31491,2,1,1,1
1199,2014,200000,107143,1,1,1,2
1200,2017,450000,15000,2,1,2,1
1201,2012,170000,50000,2,1,1,2
1202,2017,1200000,100000,1,1,1,1
1203,2016,500000,60000,1,1,1,1
1204,2016,819999,85000,1,1,1,1
1205,2014,351000,40000,2,1,1,2
1206,2011,195000,80000,2,1,1,2
1207,2008,250000,82000,1,1,1,2
1208,2008,120000,70000,2,1,1,2
1209,2009,180000,70000,2,1,1,3
1210,2016,430000,20000,1,1,1,1
1211,2012,75000,35000,2,1,1,2
1212,2017,750000,80000,1,1,1,1
1213,2011,60000,40000,2,1,1,1
1214,2015,1200000,46412,1,1,1,1
1215,2011,390000,150000,1,1,1,3
1216,2016,630000,50000,1,1,1,1
1217,2018,1085000,15000,1,1,1,1
1218,2012,190000,60000,2,1,1,2
1219,2018,550000,25000,2,1,2,1
1220,2012,200000,90000,2,1,1,3
1221,2011,165000,60000,2,1,1,1
1222,2013,260000,65000,1,1,1,1
1223,2011,151000,40000,2,1,1,1
1224,2018,780000,50000,1,1,1,1
1225,2012,175000,80000,1,1,1,3
1226,2010,170000,107500,1,2,1,1
1227,2013,210000,135000,1,2,1,2
1228,2007,90000,43826,2,2,1,2
1229,2016,535000,55838,2,2,1,1
1230,2007,195000,112880,1,2,1,1
1231,2011,140000,90000,1,1,1,3
1232,2012,350000,40000,2,1,1,1
1233,2013,425000,66000,2,1,1,1
1234,2017,300000,30300,2,1,1,1
1235,2013,340000,85000,1,1,1,2
1236,2009,250000,80659,2,2,1,1
1237,2008,170000,81324,2,2,1,1
1238,2013,315000,127884,1,2,1,1
1239,2015,200000,50000,2,1,1,1
1240,2016,300000,25000,2,1,1,1
1241,2015,300000,66755,1,2,1,1
1242,2013,380000,123084,2,2,1,1
1243,2009,250000,169500,2,2,1,1
1244,2013,310000,95851,1,2,1,1
1245,2010,260000,50000,2,1,1,1
1246,2008,150000,50000,2,1,1,2
1247,2006,85000,60000,2,1,1,2
1248,2015,280000,15000,2,1,1,2
1249,2016,850000,40000,1,1,1,1
1250,2017,375000,20000,2,1,1,2
1251,2006,125000,120000,1,1,1,3
1252,2012,250000,110000,1,1,1,1
1253,2014,715000,169500,1,1,1,1
1254,2011,220000,70000,1,1,1,1
1255,2010,110000,110000,1,1,1,2
1256,2007,150000,84000,2,1,1,2
1257,2012,300000,169500,1,1,1,1
1258,2017,220000,40000,2,1,1,1
1259,2006,75000,96000,2,1,1,2
1260,2009,100000,20000,1,1,1,1
1261,2016,380000,15000,2,1,1,1
1262,2007,100000,50000,2,1,1,1
1263,2010,480000,80000,2,1,1,2
1264,2012,300000,124000,1,1,1,1
1265,2013,190000,70000,1,1,1,1
1266,2012,190000,130000,1,1,1,2
1267,2017,650000,19014,2,2,1,1
1268,2009,300000,23262,2,2,1,1
1269,2016,700000,29600,1,2,1,1
1270,2015,310000,35925,2,2,1,1
1271,2018,500000,12000,2,1,1,1
1272,2013,415000,40771,2,2,1,1
1273,2015,395000,30500,2,2,2,2
1274,2014,430000,42000,2,2,1,2
1275,2007,215000,55800,2,2,1,2
1276,2014,550000,66569,1,2,1,1
1277,2014,415000,81358,1,2,1,1
1278,2015,450000,82695,1,2,1,1
1279,2014,285000,68293,1,2,1,2
1280,2016,580000,32000,2,2,2,1
1281,2014,300000,169500,1,2,1,1
1282,2018,1200000,60000,1,1,1,1
1283,2006,78000,64700,2,1,1,1
1285,2016,400000,88470,1,1,1,1
1286,2016,850000,75000,1,1,1,1
1287,2013,450000,120000,1,1,1,2
1288,2012,1200000,35000,1,1,2,1
1289,2017,780000,70000,1,1,1,1
1290,2017,1200000,57000,1,1,2,1
1291,2020,350000,1000,2,1,1,1
1292,2013,285000,120000,1,1,1,2
1293,2015,525000,98000,1,2,1,1
1294,2014,550000,90000,1,2,1,2
1295,2018,580000,70000,1,1,1,1
1296,2013,75000,25000,2,1,1,3
1297,2009,185000,60000,1,1,1,3
1298,2007,110000,90000,2,1,1,3
1299,2004,180000,169500,2,1,1,2
1300,2010,350000,110000,1,1,1,2
1301,2005,60000,126000,2,1,1,2
1302,2018,695000,70000,1,1,1,1
1303,2019,1200000,5000,1,1,2,1
1304,2007,135000,74183,2,1,1,2
1305,2015,640000,70000,1,1,1,2
1306,2014,160000,90000,2,1,1,1
1307,2004,80000,46000,2,1,1,2
1308,2013,340000,110000,1,1,1,2
1309,2012,110000,80000,1,1,1,2
1310,2013,250000,90000,1,1,1,2
1311,2017,1200000,70000,1,1,1,1
1312,2014,250000,1,1,1,1,2
1313,2009,450000,169500,1,1,1,1
1314,2013,240000,70000,2,1,1,3
1315,2007,225000,120000,1,1,1,2
1316,2015,275000,60000,2,1,1,2
1317,2012,320000,120000,1,1,1,2
1318,2008,75000,120000,2,1,1,1
1319,2007,85000,50000,2,1,1,2
1320,2009,90000,120000,1,1,1,1
1321,2007,85000,80000,2,1,1,2
1322,2008,350000,80000,1,1,1,2
1323,2009,355000,100000,1,1,2,2
1324,2020,619000,1500,2,1,1,1
1325,2018,1200000,50000,1,1,1,1
1326,2006,55000,100000,1,1,1,2
1327,2006,95000,83411,2,1,1,1
1328,2011,300000,120000,1,1,1,2
1329,2006,81000,83411,2,1,1,1
1330,2015,1000000,80000,1,1,2,2
1331,2019,925000,50000,1,1,1,1
1332,2015,450000,40000,1,1,1,1
1333,2014,600000,13270,1,1,1,1
1334,2006,85000,100000,2,1,2,3
1335,2016,700000,50000,1,1,1,1
1336,2017,486000,26500,2,1,1,1
1337,2013,400000,90000,1,1,1,1
1339,2018,275000,35000,2,1,1,1
1340,2016,580000,57000,1,1,1,1
1342,2015,229999,100000,2,1,1,3
1343,2010,110000,88000,2,1,1,2
1344,2017,600000,60000,1,1,1,1
1345,2009,120000,76000,2,1,1,2
1346,2010,200000,100000,1,1,1,2
1347,2012,450000,110000,1,1,1,2
1348,2012,550000,80000,1,1,1,2
1349,2012,220000,80000,2,1,1,2
1350,2001,40000,30000,2,1,1,1
1351,2017,300000,20000,2,1,2,1
1352,2018,630000,40000,1,1,1,1
1353,2017,610000,40000,1,1,1,2
1354,2019,660000,7000,2,1,1,2
1355,2012,220000,80000,3,1,1,2
1356,2011,138000,90000,1,1,1,2
1357,2013,210000,13770,1,1,1,1
1358,2005,125000,34000,2,2,1,1
1359,2008,125000,102000,2,2,1,1
1360,2014,725000,110000,1,1,1,1
1361,2011,170000,90000,2,1,1,2
1362,2015,1200000,70000,1,1,1,3
1363,2003,70000,90000,2,1,1,2
1364,2007,100000,70000,2,1,1,2
1365,2006,300000,80000,2,1,1,2
1366,2013,450000,100000,1,1,1,2
1367,2015,530000,100000,1,1,1,1
1368,2007,100000,143000,2,1,1,3
1369,2010,350000,115000,2,1,1,2
1370,2011,165000,100000,1,1,1,2
1371,2019,475000,120000,1,1,1,2
1372,2013,350000,42000,1,1,1,1
1373,2016,229999,38000,2,1,1,1
1375,2014,475000,120000,1,1,1,2
1376,2014,425000,136906,1,1,1,1
1377,2015,660000,97000,1,1,1,2
1378,2019,610000,10000,2,1,2,1
1379,2013,240000,50000,2,1,1,3
1380,2005,70000,60000,2,1,1,2
1381,2011,550000,120000,1,1,1,1
1382,2010,100000,120000,2,1,1,2
1383,2010,350000,90000,1,1,1,2
1384,2013,200000,120000,2,1,1,1
1385,2019,720000,3000,2,1,2,1
1386,2014,350000,133000,1,1,1,1
1387,2016,400000,25000,2,1,1,1
1388,2017,570000,35000,2,1,1,1
1389,2015,130000,70000,2,1,1,1
1390,2016,210000,52000,2,1,1,1
1391,2018,800000,52000,1,1,1,1
1392,2017,700000,39000,1,1,1,1
1393,2011,200000,28689,1,1,1,1
1394,2014,495000,90000,1,1,1,2
1395,2014,325000,80322,1,2,1,1
1396,2019,650000,8000,2,1,1,1
1397,2001,155000,50000,1,1,1,2
1398,2007,75000,90000,2,1,1,2
1399,2015,350000,61658,1,2,1,1
1400,2010,90000,50000,2,1,1,3
1401,2016,600000,80000,1,1,1,1
1402,2010,400000,169500,1,1,1,1
1403,2014,370000,57000,1,1,1,2
1404,2001,50000,60000,2,1,1,1
1405,2004,125000,120000,2,1,1,2
1406,2018,1200000,26000,1,1,2,1
1407,2019,650000,20000,2,1,2,1
1408,2017,800000,30600,2,1,2,1
1409,2020,802000,5000,2,1,1,1
1410,2015,1200000,35000,1,1,2,3
1411,2016,430000,35000,1,1,1,1
1412,2017,650000,23000,2,1,1,1
1413,2004,170000,120000,1,1,1,1
1414,2011,450000,169500,1,1,2,1
1415,2013,250000,87000,2,1,1,1
1416,2014,550000,72000,2,1,1,2
1417,2013,1200000,64000,1,1,2,2
1418,2007,140000,100000,2,1,1,2
1419,2012,155000,12000,2,1,1,1
1420,2010,120000,67000,2,1,1,3
1421,2012,287000,70000,1,1,1,1
1422,2016,675000,60000,1,1,1,1
1423,2011,235000,74500,2,1,1,2
1424,2011,300000,118700,1,1,1,2
1425,2015,434999,40000,2,1,2,2
1426,2004,225000,169500,1,1,2,3
1427,2006,160000,140000,2,1,1,2
1428,2020,600000,5000,2,1,1,1
1429,2016,470000,100000,1,1,1,2
1430,2011,300000,100000,2,1,1,2
1431,2018,600000,2000,2,1,1,1
1432,2020,640000,4000,2,1,2,1
1433,2006,50000,120000,1,1,1,3
1434,2015,600000,35000,2,1,1,1
1435,2014,290000,29000,3,1,1,1
1436,2015,600000,30000,2,1,1,1
1437,2012,190000,120000,1,1,1,1
1438,2008,160000,110000,2,1,1,3
1439,2017,325000,15000,2,1,1,1
1440,2006,200000,73756,1,1,1,1
1441,2018,1200000,40000,1,1,2,1
1442,2011,125000,60000,2,1,1,3
1443,2008,155000,60000,2,1,1,3
1444,2015,550000,90000,1,1,1,1
1445,2009,130000,70000,2,1,1,3
1446,2002,80000,70000,2,1,1,2
1447,2015,500000,80000,1,1,1,2
1448,2019,250000,27000,2,1,1,1
1449,2012,580000,70000,1,1,1,1
1450,2002,60000,50000,2,1,1,1
1451,2012,300000,169500,1,1,1,1
1452,2014,200000,90000,1,1,1,2
1453,2017,1200000,16400,1,1,1,1
1454,2015,350000,80000,1,1,1,2
1455,2012,600000,80000,1,1,1,2
1456,2019,650000,4000,2,1,1,1
1457,2008,120000,40000,2,1,1,1
1458,2010,180000,120000,1,1,1,2
1459,2018,950000,41395,2,1,2,1
1460,2012,250999,35000,1,1,1,2
1462,2009,1200000,47000,1,2,2,2
1463,2013,165000,50000,2,1,1,1
1464,2015,700000,48000,2,2,1,1
1465,2015,750000,53000,1,2,1,1
1467,2018,290000,15000,2,2,2,1
1468,2014,45000,7000,2,1,1,2
1469,2013,675000,88000,1,2,2,1
1470,2015,530000,55000,1,2,1,1
1471,2014,1200000,48000,1,2,2,1
1472,2014,325000,71014,1,2,1,1
1473,2015,400000,60000,1,2,1,1
1474,2017,380000,71000,1,2,1,1
1475,2016,750000,45000,2,2,2,1
1476,2017,390000,45000,2,2,1,1
1478,2019,1200000,14000,1,2,1,1
1479,2019,1200000,17000,1,2,2,1
1480,2015,370000,60000,1,2,1,1
1481,2013,210000,80000,1,1,1,2
1482,2007,175000,169500,1,1,1,3
1483,2012,575000,89550,1,1,1,2
1484,2010,320000,90000,1,1,1,3
1485,2010,280000,149500,1,1,1,3
1486,2013,500000,169500,1,1,1,2
1487,2013,380000,83000,1,2,1,1
1488,2005,120000,20000,2,1,1,2
1489,2018,395000,20000,2,1,1,1
1490,2010,360000,160000,1,1,1,1
1491,2015,451000,100000,1,1,1,1
1492,2010,175000,45000,2,1,1,2
1493,2009,170000,44800,2,1,1,2
1494,2006,100000,40000,2,1,1,2
1495,2014,150000,120000,2,1,1,3
1496,2011,149000,10000,1,1,1,2
1497,2011,160000,80000,1,1,1,2
1499,2014,800000,156000,1,1,1,1
1500,2010,819999,120000,1,1,1,2
1501,2007,163000,100000,2,1,1,2
1502,2001,350000,100000,1,1,1,2
1503,2006,75000,100000,2,1,1,2
1504,2012,180000,60000,2,1,1,2
1505,2017,675000,30000,1,1,1,1
1506,2013,400000,169500,1,1,1,1
1507,2013,434999,100000,1,1,1,2
1508,2006,100000,110000,2,1,1,2
1509,2015,419000,169500,1,1,1,2
1510,2009,200000,100000,2,1,1,1
1511,2014,400000,35000,1,1,1,1
1512,2018,790000,40000,1,1,1,2
1513,2015,500000,90000,1,1,1,2
1514,2012,275000,120000,1,1,1,2
1515,2012,450000,120000,1,1,1,2
1526,2016,360000,33000,2,2,1,1
1527,2010,210000,25000,2,1,1,1
1528,2014,220000,66000,2,2,1,1
1529,2009,250000,48000,2,1,1,1
1530,2016,990000,146000,1,2,1,1
1531,2013,220000,100000,1,1,1,3
1532,2012,1200000,50000,1,1,2,2
1533,2014,530000,50000,2,1,1,1
1534,2016,575000,50000,1,1,1,1
1535,2012,400000,99000,1,2,1,1
1536,2016,680000,50000,1,1,1,1
1537,2014,1000000,80000,1,1,2,1
1538,2016,260000,45000,2,1,1,2
1539,2010,150000,50000,2,1,1,2
1540,2008,180000,70000,2,1,1,3
1541,2014,346000,37516,1,1,1,1
1542,2015,450000,20000,1,1,1,1
1543,2019,500000,5000,2,1,1,1
1544,2019,700000,8000,1,1,1,1
1545,2019,280000,25880,2,1,1,1
1546,2019,475000,10000,2,1,2,1
1547,2009,300000,50000,1,1,1,1
1548,2014,200999,40000,2,1,1,1
1549,2009,200000,100000,1,1,1,3
1550,2009,210000,80000,2,1,1,2
1551,2012,160000,110000,1,1,1,1
1552,2009,175000,136000,1,1,1,2
1553,2012,320000,80000,1,1,1,1
1554,2009,110000,50000,2,1,1,2
1555,2008,300000,30000,2,1,1,1
1556,2012,700000,10000,2,1,1,1
1557,2009,135000,90000,1,1,1,3
1558,2015,500000,110000,1,1,1,1
1559,2012,550000,120000,1,1,1,2
1560,2014,1050000,90000,1,1,1,3
1561,2016,500000,20000,2,1,1,1
1562,2011,180000,90000,1,1,1,2
1563,2010,170000,50000,2,1,1,2
1564,2019,484999,9000,2,1,1,1
1565,2011,150000,70000,2,1,1,2
1566,2018,380000,25000,2,1,1,1
1567,2019,480000,10000,2,1,1,1
1569,2011,290000,60000,1,1,1,2
1570,2013,350000,70000,2,1,1,1
1571,2014,110000,25000,2,1,1,1
1572,2003,70000,80000,2,1,1,3
1573,2011,300000,70000,2,1,2,3
1574,2017,180000,60000,2,1,1,1
1575,2020,300000,20000,2,1,1,1
1576,2017,509000,60000,2,1,1,1
1577,2016,650000,80000,1,1,1,1
1578,2015,450000,70000,1,1,1,3
1579,2001,170000,2020,1,1,1,2
1580,2007,210000,100000,1,1,1,2
1581,2013,360000,80000,1,1,1,2
1582,2011,495000,120000,1,1,1,2
1583,2006,105000,100000,2,1,1,3
1584,2010,270000,60000,2,1,1,3
1585,2010,130000,110000,2,1,1,1
1586,2014,700000,90000,1,1,1,2
1587,2012,400000,40000,1,1,1,1
1588,2009,250000,60000,2,1,1,2
1589,2013,325000,94000,1,1,1,2
1590,2008,69000,100000,2,1,1,1
1591,2018,1200000,25000,1,1,1,1
1592,2007,90000,90000,2,1,1,1
1593,2016,1000000,40000,1,1,1,1
1594,2010,145000,90000,3,1,1,2
1595,2020,250000,1100,2,1,1,3
1596,2011,256000,70000,1,1,1,3
1597,2005,70000,120000,1,1,1,1
1598,2001,50000,88500,2,1,1,3
1599,2016,240000,70000,2,1,1,2
1600,2010,97000,128000,2,1,1,1
1601,2012,130000,120000,1,1,1,1
